IdCaso,IdCasoRelacionado,DIAH,MESH,ANNOH,REGION,DEPTO_CASO,MUNINICIO_CASO,PRESUNTO_REPONSABLE,DESCRIPCION_PRESUNTO_RESPONSABLE,ArmasGrupoArmado,AbandonoDespojoForzadoTierras,AmenazaIntimidacion,AtaqueContraMisionMedica,ConfinamientoRestriccionMovilidad,DesplazamientoForzado,Extorsion,LesionadosCiviles,Pillaje,Tortura,ViolenciaBasadaGenero,OtroHechoSimultaneo,Capturas,GrupoPertenecenLosCapturados,EscudoHumano,LesionadosCombatientes,TotalMilitares,TotalPolicias,TotalOtrasFuerzasArmadasEstatales,TotalAgentesEstadoSinInformacion,TotalCombatientesFuerzasArmadasDelEstado,TotalCombatientesDeLasGuerrillas,TotalCombatientesDeLosParamilitares,TotalMuertosGrupoPosdesmovilizacion,TotalCombatientesSinInformacion,TotalCombatientesOtrosGruposArmadosOrganizados,TotalCombatientesGruposArmadosOrganizados,TotalCombatientesMuertos,TotalPersonasSinInformacion,TotalCivilesMuertos,TotalCivilesCombatientesMuertos,NumeroVictimasCaso,VentajaMilitar,Estado
35033,Cr021198,11,7,2003,Occidente de nariño,Nariño,Samaniego,Guerrilla,Eln,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,5,0,0,,,0,,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,4,Grupos armados organizados,Publicado
35034,Cr014022,11,7,2003,Occidente de nariño,Nariño,Samaniego,Guerrilla,Eln,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,5,0,0,,,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,4,Grupos armados organizados,Publicado
35036,Cr011018,13,4,2005,Occidente de nariño,Nariño,Santacruz,Guerrilla,Farc/eln,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,Grupos armados organizados,Publicado
35037,Cr005010,14,4,2005,Norte del cauca,Cauca,Toribío,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,13,0,0,,,0,,0,8,0,2,0,0,2,0,0,0,0,0,0,2,0,1,3,3,Grupos armados organizados,Publicado
35038,Cr014024,14,6,2005,Occidente de nariño,Nariño,Samaniego,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
35039,Cr005011,3,7,2005,Norte del cauca,Cauca,Caldono,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
35040,,2,9,2005,Valle de san juan,Chocó,Sipí,Guerrilla,Farc/eln,Nd,0,0,1,0,0,0,0,0,0,,,0,,0,10,0,5,0,0,5,0,0,0,0,0,0,5,0,0,5,10,Grupos armados organizados,Publicado
35041,Cr018926,27,12,2005,Valle de san juan,Chocó,Sipí,Guerrilla,Farc/eln,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,12,0,5,0,0,5,0,0,0,0,0,0,5,0,0,5,10,Grupos armados organizados,Publicado
35043,Cr018129,4,3,2006,Eje cafetero,Caldas,Marulanda,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,8,0,0,,,0,,0,3,0,1,0,0,1,1,0,0,0,0,1,2,0,2,4,4,Grupos armados organizados,Publicado
35045,,14,5,2007,Norte del tolima,Tolima,Ibagué,Guerrilla,Farc,Nd,0,0,0,0,0,0,5,0,0,,,0,,0,5,1,0,0,0,1,1,0,0,0,0,1,2,0,0,2,4,Grupos armados organizados,Publicado
35046,Cr048087,20,3,2010,Centro del huila,Huila,Teruel,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
35048,,0,2,2012,Anden pacifico sur,Nariño,Francisco pizarro,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,67,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,14,Grupos armados organizados,Publicado
35049,Cr012021,3,3,2012,Anden pacifico sur,Cauca,Timbiquí,Guerrilla,Farc,Artefacto explosivo - material incendiario,0,0,0,0,0,0,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
35050,Cr047784,5,7,2012,Norte del cauca,Cauca,Toribío,Agente del estado,Ejército nacional,Nd,0,1,0,1,1,0,2,0,0,,,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
35051,,25,7,2012,Patia,Cauca,Argelia,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
35052,Cr047788,1,9,2012,Patia,Cauca,Balboa,Agente del estado,Policía nacional,Nd,0,1,0,0,0,0,2,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
35053,Cr011026,23,1,2013,Patia,Cauca,Argelia,Guerrilla,Eln,Nd,0,0,0,0,0,0,7,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
35054,,5,2,2013,Norte del cauca,Cauca,Caloto,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,1,0,3,0,0,,,0,,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,2,Grupos armados organizados,Publicado
35055,Cr011041,2,3,2013,Atrato,Chocó,Quibdó,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
35056,Cr011032,31,12,2012,Patia,Cauca,Argelia,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
35057,Cr014135,30,4,2014,Catatumbo,Norte de santander,San calixto,Guerrilla,No identificada,Arma de fuego,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
87502,Cr027034,1,1,2002,Florencia y area de influencia,Caquetá,Milán,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,4,0,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,Grupos armados organizados,Publicado
395195,,14,7,2000,Sur del tolima,Tolima,Roncesvalles,Guerrilla,Farc,Nd,0,0,0,0,1,0,,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
395353,Cr2017395353,12,12,2002,Sur de nariño,Nariño,Cumbal,Guerrilla,Farc,Nd,0,0,0,0,0,0,2,1,,,,,,0,,0,4,0,0,4,,,,,,0,4,0,1,5,5,Grupos armados organizados,Publicado
396324,Cr044192,0,0,0,Magdalena medio,Bolívar,Morales,Guerrilla,Eln,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,Grupos armados organizados,Publicado
396405,,26,1,1973,Uraba,Antioquia,San pedro de urabá,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,4,5,0,0,0,5,0,0,0,0,0,0,5,0,0,5,5,Grupos armados organizados,Publicado
396438,Cr007246,10,4,1975,Caguan,Caquetá,Puerto rico,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,Grupos armados organizados,Publicado
396440,,20,6,1975,Uraba,Antioquia,Mutatá,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,0,1,1,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,3,3,Grupos armados organizados,Publicado
396452,Cr023049,14,2,1977,Ariari guayabero,Meta,La macarena,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,4,0,1,0,0,1,1,0,0,0,0,1,2,0,0,2,2,Grupos armados organizados,Publicado
396531,,3,9,1986,Norte de antioquia,Antioquia,Belmira,Desconocido,No aplica,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,3,Sin información,Publicado
396556,,16,4,1987,Norte de antioquia,Antioquia,Ituango,Guerrilla,Epl,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
396559,,8,7,1987,La mojana,Sucre,Guaranda,Guerrilla,Epl,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,6,0,0,6,3,0,0,0,0,3,9,0,0,9,9,Grupos armados organizados,Publicado
396603,Cr000056,9,11,1989,Atrato,Chocó,Lloró,Guerrilla,Eln,Nd,0,0,0,0,0,0,2,0,0,,0,0,,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
396606,Cr016500,15,12,1989,Norte de antioquia,Antioquia,San andrés de cuerquía,Guerrilla,Farc/epl,Nd,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
396648,,7,12,1990,Eje cafetero,Caldas,Chinchiná,Grupo armado no identificado,No aplica,Arma de fuego,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Ninguno,Publicado
396657,Cr003079,8,7,1991,Occidente antioqueño,Antioquia,Uramita,Guerrilla,Farc,Nd,0,0,0,0,0,0,1,0,0,,0,0,,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,Grupos armados organizados,Publicado
396681,Cr042211,18,8,1992,San jorge (cesar),Sucre,Caimito,Guerrilla,Eln,Arma de fuego,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,Grupos armados organizados,Publicado
396741,Cr003107,7,8,1994,Caguan,Caquetá,Cartagena del chairá,Guerrilla,Farc,Nd,0,0,0,0,0,0,4,0,0,,,0,,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,5,5,Grupos armados organizados,Publicado
396742,Cr021072,8,8,1994,Sur del huila,Huila,Saladoblanco,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
396768,Cr021142,29,11,1995,Altiplano cundiboyacense,Boyacá,Gámeza,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Grupos armados organizados,Publicado
396773,Cr021146,22,1,1996,Norte del cauca,Cauca,Páez,Guerrilla,Farc,Nd,0,0,0,0,0,0,2,1,0,,,0,,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,2,2,Grupos armados organizados,Publicado
396850,,1,7,1998,Ariari guayabero,Guaviare,El retorno,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,5,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,Ninguno,Publicado
396859,Cr018531,14,10,1998,Norte de nariño,Nariño,Albán,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,4,1,0,,0,0,,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,1,3,3,Grupos armados organizados,Publicado
396881,Cr018348,9,6,1999,Altiplano cundiboyacense,Boyacá,El espino,Guerrilla,Farc,,0,0,0,0,0,0,3,1,0,,,0,,0,5,0,14,0,0,14,0,0,0,0,0,0,14,0,1,15,15,Grupos armados organizados,Publicado
396895,Cr008010,23,7,1999,Centro del valle,Valle del cauca,Caicedonia,Guerrilla,Farc,Nd,0,0,0,0,0,0,13,1,0,,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Grupos armados organizados,Publicado
396898,,27,8,1999,Norte de nariño,Nariño,Albán,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,20,1,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,Grupos armados organizados,Publicado
396919,Cr008013,2,12,1999,Patia,Cauca,Bolívar,Guerrilla,Eln,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
396924,Cr018357,11,12,1999,Oriente antioqueño,Antioquia,San luis,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,0,0,,0,4,0,8,0,0,8,1,0,0,0,0,1,9,0,2,11,11,Grupos armados organizados,Publicado
396933,Cr008026,11,1,2000,Sur de nariño,Nariño,Potosí,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,0,0,,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
396977,Cr008059,16,6,2000,Norte del cauca,Cauca,Páez,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
396980,Cr012152,26,6,2000,Centro del huila,Huila,Algeciras,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,2,0,0,,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,Sin información,Publicado
396991,Cr018363,27,7,2000,Norte de nariño,Nariño,San pablo,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,Grupos armados organizados,Publicado
396998,Cr021155,29,8,2000,Suroriente de norte de santander,Norte de santander,Labateca,Guerrilla,Farc,,0,0,0,0,0,0,4,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,Grupos armados organizados,Publicado
397003,Cr007102,29,8,2000,Sur del valle,Valle del cauca,Palmira,Guerrilla,Farc,Nd,0,0,0,0,0,0,1,0,0,,0,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,3,3,Grupos armados organizados,Publicado
397004,Cr008080,29,8,2000,Sur del valle,Valle del cauca,Palmira,Guerrilla,"Disidencia m-19 ""jaime bateman cayón""",Artefacto explosivo,0,0,0,0,0,0,2,0,0,,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
397006,Cr000204,30,8,2000,Norte del cauca,Cauca,Miranda,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,5,0,0,,,0,,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,2,Grupos armados organizados,Publicado
397010,Cr007104,1,9,2000,Norte del cauca,Cauca,Caloto,Guerrilla,Farc,Nd,0,0,0,0,0,0,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fuerzas armadas estatales,Publicado
397011,Cr007105,1,9,2000,Macizo colombiano,Cauca,Timbío,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
397025,Cr018368,18,10,2000,Atrato,Chocó,Bagadó,Guerrilla,Erg,Artefacto explosivo,1,1,0,1,1,0,3,1,0,,0,0,,1,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,5,5,Grupos armados organizados,Publicado
397027,Cr007161,22,10,2000,Sarare,Arauca,Tame,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,9,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
397038,,18,11,2000,Occidente de nariño,Nariño,Samaniego,Guerrilla,Eln,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
397039,,18,11,2000,Centro occidente de nariño,Nariño,Ancuyá,Guerrilla,Eln,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
397048,Cr040099,10,12,2000,Norte del huila,Huila,Villavieja,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,1,0,0,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,Fuerzas armadas estatales,Publicado
397079,Cr007165,23,2,2001,Sur del tolima,Tolima,San antonio,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,0,0,,0,0,,0,4,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,Grupos armados organizados,Publicado
397092,Cr018373,4,4,2001,Sur del tolima,Tolima,Ataco,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,0,0,,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,Grupos armados organizados,Publicado
397096,Cr018374,15,4,2001,Bajo cauca antioqueño,Antioquia,Tarazá,Grupo paramilitar,Autodefensas unidas de colombia auc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,7,1,0,,0,0,,0,30,0,0,0,0,0,0,1,0,0,0,1,1,0,19,20,20,Grupos armados organizados,Publicado
397116,Cr002013,10,5,2001,Norte de nariño,Nariño,La cruz,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,3,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
397120,Cr000238,19,6,2001,Sumapaz,Cundinamarca,Arbeláez,Guerrilla,Farc,Artefacto explosivo,0,1,0,1,0,0,2,1,0,,0,0,,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,Grupos armados organizados,Publicado
397122,Cr002017,21,7,2001,Patia,Cauca,Bolívar,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,1,1,0,,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
397147,Cr000248,17,10,2001,Norte del tolima,Tolima,Ibagué,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,1,0,0,,,0,,0,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,Grupos armados organizados,Publicado
397206,Cr002046,4,7,2002,Provincia de soto,Santander,Suratá,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
397210,Cr007140,11,7,2002,Norte del cauca,Cauca,Toribío,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,2,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Grupos armados organizados,Publicado
397216,Cr000312,17,7,2002,Sur del tolima,Tolima,Dolores,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,1,0,0,1,0,2,0,0,,0,0,,0,1,0,0,0,0,0,10,0,0,0,0,10,10,0,4,14,14,Fuerzas armadas estatales,Publicado
397226,Cr000324,11,8,2002,Norte del cauca,Cauca,El tambo,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
397227,Cr008296,12,8,2002,Patia,Nariño,Los andes,Agente del estado,Ejército nacional,Nd,0,0,0,0,0,0,0,0,0,,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Grupos armados organizados,Publicado
397293,Cr021191,21,5,2003,Norte del cauca,Cauca,Silvia,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
397313,Cr002079,9,7,2003,Occidente de nariño,Nariño,Samaniego,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,4,0,0,,0,0,,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,Grupos armados organizados,Publicado
397399,Cr002062,6,8,2004,Catatumbo,Norte de santander,San calixto,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
397452,Cr003146,13,1,2006,Occidente de nariño,Nariño,La llanada,Guerrilla,Eln,Nd,0,0,0,0,0,0,0,0,0,,0,0,,0,2,0,0,0,0,0,6,0,0,0,0,6,6,0,0,6,6,Fuerzas armadas estatales,Publicado
397657,Cr037243,10,11,2010,Norte del cauca,Cauca,El tambo,Guerrilla,Farc/eln,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
397679,Cr007154,20,5,2011,Norte del cauca,Cauca,Caldono,Guerrilla,Farc,Nd,0,0,0,0,0,0,3,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fuerzas armadas estatales,Publicado
397696,,4,1,2012,Norte del cauca,Cauca,El tambo,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
397827,Cr045013,11,11,2012,Norte del cauca,Cauca,Suárez,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
422139,Cr2017422139,4,8,2006,Norte del tolima,Tolima,Casabianca,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,0,1,0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
511226,,2,3,1973,Provincia de velez,Santander,Florián,Guerrilla,Farc,,0,0,0,0,0,0,,1,,,,,,0,4,0,0,0,0,0,,,,,,0,0,0,0,0,0,Grupos armados organizados,Publicado
532353,Cr2017511159,11,6,1974,Centro del huila,Huila,Algeciras,Guerrilla,Farc,Nd,0,0,0,0,0,0,1,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
532359,,13,2,1975,Magdalena medio,Bolívar,Morales,Guerrilla,Eln,Arma de fuego,0,0,0,0,0,0,,1,,,,,,0,4,0,2,0,0,2,,,,,,0,2,0,0,2,2,Grupos armados organizados,Publicado
532468,,16,11,1977,Occidente antioqueño,Antioquia,Frontino,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,,1,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
