IdCaso,IdCasoRelacionado,DIAH,MESH,ANNOH,REGION,DEPTO_CASO,MUNINICIO_CASO,Modalidad,TipoArmas,PRESUNTO_REPONSABLE,DESCRIPCION_PRESUNTO_RESPONSABLE,AbandonoDespojoForzadoTierras,AmenazaIntimidacion,AtaqueContraMisionMedica,ConfinamientoRestriccionMovilidad,DesplazamientoForzado,Extorsion,Pillaje,LesionadosCiviles,Tortura,ViolenciaBasadaGenero,OtroHechoSimultaneo,TotalCombatientesMuertos,TotalCivilesMuertos,TotalCivilesCombatientesMuertos,NumeroVictimasCaso,Estado
185306,Cr005135,17,3,1997,Area metropolitana de cucuta,Norte de santander,Cúcuta,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Eln,0,0,0,0,0,0,0,4,0,,,0,1,1,1,Publicado
185307,Cr005105,24,6,1997,Valle de aburra,Antioquia,Medellín,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,11,0,,,0,0,0,0,Publicado
185308,Cr036067,27,7,1997,Nordeste antioqueño,Antioquia,Anorí,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,20,20,20,Publicado
185309,Cr005177,6,2,1998,Suroccidente de cundinamarca,Cundinamarca,Viotá,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,No identificada,0,0,0,0,0,0,0,8,0,,,0,1,1,1,Publicado
185310,,6,2,1998,Suroccidente de cundinamarca,Cundinamarca,Viotá,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,10,0,,,0,1,1,1,Publicado
185311,Cr018872,12,2,1998,Valle de aburra,Antioquia,Medellín,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Eln,0,0,0,0,0,0,0,5,0,,,0,4,4,4,Publicado
185312,Cr018236,29,4,1998,Sierra nevada de santa marta,La guajira,Riohacha,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Desconocido,No aplica,0,0,0,0,0,0,0,6,0,,,0,1,1,1,Publicado
185313,,18,9,1998,Montes de maria,Sucre,San onofre,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,0,4,4,4,Publicado
185314,Cr005123,21,2,1999,Area metropolitana de bogota,"Bogotá, d.c.","Bogotá, d.c.",Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Desconocido,No aplica,0,0,0,0,0,0,0,9,0,,,0,0,0,0,Publicado
185315,Cr023015,30,7,1999,Valle de aburra,Antioquia,Medellín,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Eln,0,0,0,0,0,0,0,28,0,,,2,7,9,9,Publicado
185316,Cr005111,27,8,1999,Alto sinu y san jorge,Córdoba,Montería,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,11,0,,,0,0,0,0,Publicado
185317,Cr005160,6,12,1999,Valle de aburra,Antioquia,Medellín,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Eln,0,0,0,0,0,0,0,1,0,,,0,0,0,0,Publicado
185318,Cr046007,17,12,1999,Bajo putumayo,Putumayo,Valle del guamuez,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,24,0,,,0,6,6,6,Publicado
185319,Cr005131,24,12,1999,Area metropolitana de bogota,"Bogotá, d.c.","Bogotá, d.c.",Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Otro,,0,0,0,0,0,0,0,2,0,,,0,0,0,0,Publicado
185320,Cr018871,18,1,2000,Area metropolitana de bogota,"Bogotá, d.c.","Bogotá, d.c.",Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,8,0,,,0,1,1,1,Publicado
185321,Cr005022,26,3,2000,Suroccidente de cundinamarca,Cundinamarca,Girardot,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,23,0,,,1,0,1,1,Publicado
185322,Cr005023,30,3,2000,Altiplano cundiboyacense,Cundinamarca,Cachipay,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,13,0,,,0,3,3,3,Publicado
185323,Cr018971,31,3,2000,Altiplano cundiboyacense,Cundinamarca,Cachipay,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,1,0,0,0,1,0,19,0,,Captura de guerrillero,0,3,3,3,Publicado
185324,Cr005148,2,10,2000,Magdalena medio,Santander,Barrancabermeja,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Eln,0,0,0,0,0,0,0,9,0,,,0,2,2,2,Publicado
185325,,5,11,2000,Sur del valle,Valle del cauca,Cali,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Eln,0,0,0,0,0,0,0,6,0,,,0,1,1,1,Publicado
185326,Cr005156,18,11,2000,Bajo putumayo,Putumayo,Puerto asís,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,12,0,,,0,1,1,2,Publicado
185328,Cr005161,6,12,2000,Oriente antioqueño,Antioquia,Granada,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,1,0,0,0,0,0,25,0,,,0,22,22,22,Publicado
185329,Cr005146,9,8,2001,Oriente antioqueño,Antioquia,San francisco,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Eln,0,0,0,0,0,0,0,36,0,,,0,3,3,3,Publicado
185330,Cr005145,23,8,2001,Oriente antioqueño,Antioquia,Marinilla,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Eln,0,0,0,0,0,0,0,26,0,,,0,1,1,1,Publicado
185331,Cr041132,7,10,2001,Oriente antioqueño,Antioquia,San rafael,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,8,0,,,0,3,3,3,Publicado
185332,Cr005149,21,10,2001,Oriente antioqueño,Antioquia,Peñol,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Eln,0,0,0,0,0,0,0,1,0,,,1,5,6,6,Publicado
185333,Cr005179,25,1,2002,Area metropolitana de bogota,"Bogotá, d.c.","Bogotá, d.c.",Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,28,0,,,4,2,6,6,Publicado
185335,Cr005180,11,3,2002,Ariari guayabero,Meta,Puerto lleras,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,8,0,,,3,3,6,6,Publicado
185336,Cr046671,28,3,2002,Ariari guayabero,Guaviare,Calamar,Desconocida,Artefacto explosivo,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,0,4,4,4,Publicado
185337,Cr018154,30,3,2002,Altillanura,Vichada,Puerto carreño,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,21,0,,,6,0,6,6,Publicado
185338,Cr005137,5,4,2002,Ariari guayabero,Meta,Fuente de oro,Desconocida,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Publicado
185339,Cr005114,7,4,2002,Piedemonte llanero,Meta,Villavicencio,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,70,0,,,0,10,10,10,Publicado
185340,,14,4,2002,Norte de atlantico,Atlántico,Barranquilla,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,13,0,,,0,4,4,4,Publicado
185341,,15,4,2002,Sur del valle,Valle del cauca,Jamundí,Desconocida,Artefacto explosivo,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,2,0,,,0,3,3,3,Publicado
185342,Cr005099,20,5,2002,Suroeste antioqueño,Antioquia,La pintada,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,11,0,,,0,1,1,1,Publicado
185343,Cr005133,20,5,2002,Suroeste antioqueño,Antioquia,La pintada,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,11,0,,,0,1,1,1,Publicado
185344,Cr005140,2,6,2002,Uraba,Antioquia,Chigorodó,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,24,0,,,1,8,9,9,Publicado
185345,Cr005102,9,7,2002,Norte del cauca,Cauca,Miranda,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,6,0,,,0,1,1,1,Publicado
185346,Cr005094,20,7,2002,Norte de antioquia,Antioquia,Guadalupe,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,10,0,,,0,0,0,0,Publicado
185347,Cr005143,24,7,2002,Altiplano cundiboyacense,Cundinamarca,San juan de rioseco,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,5,0,,,3,0,3,3,Publicado
185348,Cr005174,28,7,2002,Caguan,Caquetá,San vicente del caguán,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,1,0,0,0,0,3,0,,,0,0,0,0,Publicado
185349,Cr007134,10,8,2002,Sarare,Arauca,Tame,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,6,0,,,0,0,0,0,Publicado
185350,,6,9,2002,Eje cafetero,Risaralda,Dosquebradas,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,16,0,,,1,1,2,2,Publicado
185351,Cr018420,13,9,2002,Sarare,Arauca,Saravena,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,23,0,,,0,4,4,4,Publicado
185352,,16,9,2002,Sarare,Arauca,Arauquita,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,No identificada,0,0,0,0,0,0,0,6,0,,,0,1,1,1,Publicado
185353,Cr005097,7,10,2002,Montes de maria,Bolívar,El carmen de bolívar,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,5,0,,,0,0,0,0,Publicado
185354,Cr005178,11,10,2002,Sumapaz,Cundinamarca,Granada,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,10,0,,,0,0,0,0,Publicado
185355,Cr005038,28,10,2002,Llanos orientales,Arauca,Arauca,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,7,0,,,2,0,2,2,Publicado
185356,Cr005100,28,10,2002,Norte de atlantico,Atlántico,Barranquilla,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,33,0,,,0,0,0,0,Publicado
185357,Cr005157,13,11,2002,Area metropolitana de cucuta,Norte de santander,Cúcuta,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Eln,0,0,0,0,0,0,0,3,0,,,0,0,0,0,Publicado
185358,Cr005104,14,11,2002,Altiplano cundiboyacense,Cundinamarca,Cucunubá,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Eln,0,0,0,0,0,0,0,4,0,,,0,0,0,0,Publicado
185359,Cr048326,16,11,2002,Sierra nevada de santa marta,Magdalena,Santa marta,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,6,0,,,0,2,2,2,Publicado
185360,Cr005162,16,12,2002,Norte del huila,Huila,Neiva,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,21,0,,,0,1,1,1,Publicado
185361,Cr005119,9,1,2003,Sarare,Arauca,Fortul,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,14,0,,,0,4,4,4,Publicado
185362,Cr005120,16,1,2003,Valle de aburra,Antioquia,Medellín,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,27,0,,,0,5,5,5,Publicado
185363,Cr005125,25,1,2003,Caguan,Caquetá,San vicente del caguán,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,6,0,,,0,0,0,0,Publicado
185364,Cr005132,7,2,2003,Area metropolitana de bogota,"Bogotá, d.c.","Bogotá, d.c.",Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,200,0,,,0,36,36,36,Publicado
185365,Cr005152,5,3,2003,Area metropolitana de cucuta,Norte de santander,Cúcuta,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Eln,0,0,0,0,0,0,0,70,0,,,0,13,13,13,Publicado
185366,Cr005126,25,5,2003,Ariari guayabero,Guaviare,Calamar,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,3,0,,,0,1,1,1,Publicado
185367,Cr047087,2,7,2003,Sur del huila,Huila,Isnos,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,9,0,,,1,0,1,1,Publicado
185368,,5,7,2003,Florencia y area de influencia,Caquetá,El paujíl,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,17,0,,,0,0,0,0,Publicado
185369,,8,7,2003,Florencia y area de influencia,Caquetá,El paujíl,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,3,0,,,0,1,1,1,Publicado
185370,Cr005144,17,7,2003,Llanos orientales,Arauca,Arauca,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Publicado
185371,Cr005168,31,7,2003,Altiplano cundiboyacense,Boyacá,Socha,Desconocida,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,15,0,,,0,0,0,0,Publicado
185372,Cr047110,10,8,2003,Piedemonte llanero,Meta,San martín,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,20,0,,,0,1,1,1,Publicado
185373,Cr048988,24,8,2003,Ariari guayabero,Meta,Puerto rico,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,39,0,,,0,0,5,5,Publicado
185374,Cr005164,9,9,2003,Altiplano cundiboyacense,Boyacá,Chita,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Eln,0,0,0,0,0,0,0,15,0,,,0,8,8,9,Publicado
185375,Cr005109,8,10,2003,Area metropolitana de bogota,"Bogotá, d.c.","Bogotá, d.c.",Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,19,0,,,2,4,6,6,Publicado
185376,,14,10,2003,Sarare,Arauca,Saravena,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,5,0,,,0,0,0,0,Publicado
185377,Cr005041,15,10,2003,Sarare,Arauca,Fortul,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,No identificada,0,0,0,0,0,0,0,4,0,,,0,1,1,1,Publicado
185378,,16,10,2003,Sarare,Arauca,Fortul,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,3,0,,,0,2,2,2,Publicado
185379,Cr005151,22,10,2003,Bajo putumayo,Putumayo,Valle del guamuez,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,13,0,,,0,2,2,2,Publicado
185381,Cr005150,25,10,2003,Norte de antioquia,Antioquia,Yarumal,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,1,0,12,0,,,0,7,7,7,Publicado
185382,Cr018227,26,10,2003,Norte de antioquia,Antioquia,Yarumal,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Desconocido,No aplica,0,0,0,0,0,0,0,11,0,,,0,5,5,5,Publicado
185383,,10,11,2003,Norte de antioquia,Antioquia,Ituango,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,9,0,,,0,0,0,0,Publicado
185384,,27,11,2003,Sarare,Arauca,Tame,Desconocida,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,3,0,,,0,1,1,1,Publicado
185385,,27,11,2003,Sarare,Arauca,Tame,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,4,0,,,0,2,2,2,Publicado
185386,,16,12,2003,Norte de atlantico,Atlántico,Barranquilla,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,No identificada,0,0,0,0,0,0,0,73,0,,,0,1,1,1,Publicado
185387,Cr005101,2,5,2004,Area metropolitana de bogota,"Bogotá, d.c.","Bogotá, d.c.",Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,11,0,,,0,0,0,0,Publicado
185388,Cr005107,4,5,2004,Sarare,Arauca,Tame,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,37,0,,,0,2,2,2,Publicado
185389,Cr005106,15,5,2004,Oriente antioqueño,Antioquia,San rafael,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,14,0,,,0,1,1,1,Publicado
185390,Cr005108,22,5,2004,Oriente antioqueño,Antioquia,San carlos,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,14,0,,,0,3,3,3,Publicado
185391,Cr005115,23,5,2004,Uraba,Antioquia,Apartadó,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,26,0,,,0,7,7,7,Publicado
185392,Cr005169,3,5,2005,Sarare,Arauca,Saravena,Desconocida,Artefacto explosivo,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Publicado
185393,,6,8,2005,Llanos orientales,Arauca,Arauca,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,No identificada,0,0,0,0,0,0,0,26,0,,,0,1,1,1,Publicado
185395,Cr005110,25,11,2005,Florencia y area de influencia,Caquetá,Florencia,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,1,0,0,0,0,36,0,,,0,1,1,1,Publicado
185396,Cr005176,6,3,2006,Caguan,Caquetá,San vicente del caguán,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,7,0,,,1,3,4,4,Publicado
185397,Cr010018,6,4,2006,Area metropolitana de bogota,"Bogotá, d.c.","Bogotá, d.c.",Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,22,0,,,0,3,3,3,Publicado
185398,Cr047498,4,8,2006,Sur del valle,Valle del cauca,Cali,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Desconocido,No aplica,0,0,0,0,0,0,0,9,0,,,6,1,7,7,Publicado
185399,,18,8,2006,Anden pacifico sur,Valle del cauca,Buenaventura,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,13,0,,,0,1,1,1,Publicado
185400,Cr010020,19,10,2006,Area metropolitana de bogota,"Bogotá, d.c.","Bogotá, d.c.",Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,20,0,,,0,0,0,0,Publicado
185401,Cr2017185401,21,1,2007,Anden pacifico sur,Valle del cauca,Buenaventura,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,14,0,,,2,4,6,6,Publicado
185402,,9,2,2007,Anden pacifico sur,Valle del cauca,Buenaventura,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,8,0,,,0,1,1,1,Publicado
185403,Cr011112,1,3,2007,Norte del huila,Huila,Neiva,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,10,0,,,0,0,0,0,Publicado
185404,Cr005153,22,10,2007,Bajo putumayo,Putumayo,Puerto asís,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,7,0,,,0,2,2,2,Publicado
185405,,9,6,2008,Area metropolitana de bogota,"Bogotá, d.c.","Bogotá, d.c.",Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,1,0,0,0,1,0,1,0,,,0,1,1,1,Publicado
185406,Cr018223,14,8,2008,Norte de antioquia,Antioquia,Ituango,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,51,0,,,0,7,7,7,Publicado
185407,,19,8,2008,Oriente antioqueño,Antioquia,San rafael,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,1,1,1,Publicado
185408,Cr018225,14,12,2008,Oriente antioqueño,Antioquia,San rafael,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,11,0,,,0,0,0,0,Publicado
185409,Cr002076,13,1,2009,Anden pacifico sur,Nariño,Roberto payán,Ataque a objetivo militar con efecto indiscriminado,Arma de fuego - artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,8,0,,,0,5,5,5,Publicado
185410,,29,1,2009,Area metropolitana de bogota,"Bogotá, d.c.","Bogotá, d.c.",Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,1,0,12,0,,,0,2,2,2,Publicado
185411,,1,2,2009,Sur del valle,Valle del cauca,Cali,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,12,0,,,0,2,2,2,Publicado
185412,,12,2,2009,Catatumbo,Norte de santander,Convención,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Eln,0,0,0,0,0,0,0,15,0,,,3,6,9,9,Publicado
185413,Cr018304,28,3,2009,Uraba,Antioquia,Apartadó,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,15,0,,,0,0,0,0,Publicado
185414,Cr000025,9,5,2009,Occidente de nariño,Nariño,Samaniego,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Eln,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Publicado
185415,Cr035022,24,3,2010,Anden pacifico sur,Valle del cauca,Buenaventura,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,50,0,,,2,7,9,9,Publicado
185416,Cr017103,2,5,2010,Anden pacifico sur,Cauca,Guapí,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,8,0,,,0,1,1,1,Publicado
185417,Cr018222,11,6,2010,Uraba,Antioquia,Apartadó,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,12,0,,,0,1,1,1,Publicado
185418,Cr005096,12,8,2010,Area metropolitana de bogota,"Bogotá, d.c.","Bogotá, d.c.",Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,47,0,,,0,0,0,0,Publicado
185419,Cr018445,18,3,2011,Catatumbo,Norte de santander,San calixto,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,1,0,0,1,0,,,0,3,3,3,Publicado
185420,,13,6,2011,Anden pacifico sur,Nariño,Santa bárbara,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,10,0,,,0,1,1,1,Publicado
185421,,18,6,2011,Macizo colombiano,Cauca,Popayán,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Eln,0,0,0,0,0,0,0,5,0,,,0,1,1,1,Publicado
185422,Cr002067,9,7,2011,Norte del cauca,Cauca,Toribío,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,99,0,,,1,3,4,4,Publicado
185423,Cr005154,2,10,2011,Sur del valle,Valle del cauca,Florida,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Publicado
185424,Cr048476,5,12,2011,Alta guajira,La guajira,Maicao,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,11,0,,,0,3,3,3,Publicado
185425,Cr005121,13,1,2012,Catatumbo,Norte de santander,Tibú,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,2,0,,,0,3,3,3,Publicado
185426,Cr005122,13,1,2012,Anden pacifico sur,Nariño,San andrés de tumaco,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,2,0,,,0,0,0,0,Publicado
185427,Cr005166,1,2,2012,Anden pacifico sur,Nariño,San andrés de tumaco,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,64,0,,,1,8,9,9,Publicado
185428,Cr011002,2,2,2012,Norte del cauca,Cauca,Villa rica,Ataque a objetivo militar con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,28,0,,,1,5,6,6,Publicado
185429,Cr005173,10,2,2012,Norte del cauca,Cauca,Corinto,Ataque a objetivo civil con efecto indiscriminado,Artefacto explosivo,Guerrilla,Farc,0,0,0,0,0,0,0,5,0,,,0,0,0,0,Publicado
