IdCaso,IdCasoRelacionado,DIAH,MESH,ANNOH,REGION,DEPTO_CASO,MUNINICIO_CASO,Modalidad,TipoArmas,PRESUNTO_REPONSABLE,DESCRIPCION_PRESUNTO_RESPONSABLE,AbandonoDespojoForzadoTierras,AmenazaIntimidacion,AtaqueContraMisionMedica,ConfinamientoRestriccionMovilidad,DesplazamientoForzado,Extorsion,LesionadosCiviles,Pillaje,Tortura,ViolenciaBasadaGenero,OtroHechoSimultaneo,NumeroVictimasCaso,Estado
4986,,23,1,1991,Medio putumayo,Putumayo,Mocoa,Falso positivo,Arma de fuego,Agente del estado,Ejército nacional - policía nacional,0,0,0,0,0,0,0,0,0,,,7,Publicado
11364,,3,7,1997,Sierra nevada de santa marta,Magdalena,Ciénaga,Retén,Arma corto punzante - objeto contundente,Guerrilla,Eln,0,0,0,0,0,0,0,0,2,,,4,Publicado
12727,Cr201712727,26,10,1998,Bajo putumayo,Putumayo,San miguel,Falso positivo,Arma de fuego,Agente del estado,Ejército nacional,0,0,0,0,0,0,0,0,0,,,6,Publicado
18840,Cr049009,23,9,2002,Alta guajira,La guajira,Maicao,Falso positivo,Arma de fuego,Agente del estado - grupo paramilitar,,0,0,0,0,0,0,1,0,0,,,4,Publicado
48084,,8,6,2003,Valle de aburra,Antioquia,Medellín,Sicariato,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
50556,,26,3,1994,Valle de aburra,Antioquia,Medellín,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,1,0,0,0,0,3,0,0,,,4,Publicado
51724,Cr021638,5,2,1999,Oriente antioqueño,Antioquia,Abejorral,Retención/ejecución,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,1,0,,,4,Publicado
52040,,13,5,2000,Suroeste antioqueño,Antioquia,Amagá,Ruta,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,3,0,0,,,6,Publicado
53273,,27,5,1996,Uraba,Antioquia,Apartadó,Ruta,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
55333,,16,5,2003,Oriente antioqueño,Antioquia,Argelia,Falso positivo,Arma de fuego,Agente del estado - grupo paramilitar,,0,1,0,0,0,0,1,0,0,,,4,Publicado
55965,,28,7,1993,Valle de aburra,Antioquia,Bello,Desconocida,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
56759,,13,6,1993,Valle de aburra,Antioquia,Bello,Ataque indiscriminado,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,7,0,0,,,4,Publicado
57190,,26,9,1986,Suroeste antioqueño,Antioquia,Ciudad bolívar,Retención/ejecución,Arma corto punzante - arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,1,0,0,1,,,7,Publicado
58548,Cr201758548,22,10,1993,Uraba,Antioquia,Carepa,Retención/ejecución,Nd,Guerrilla,Disidencia epl,0,0,0,0,0,0,0,0,6,,,5,Publicado
60353,,4,7,1996,Uraba,Antioquia,Chigorodó,Asalto,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,6,Publicado
60935,,19,2,1994,Oriente antioqueño,Antioquia,Cocorná,Asalto,Arma de fuego,Grupo paramilitar,Autodefensas campesinas del magdalena medio,0,1,0,0,0,0,0,0,0,,,4,Publicado
61426,,20,6,1997,Occidente antioqueño,Antioquia,Dabeiba,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,1,,,6,Publicado
61750,Cr011097,2,8,1997,Occidente antioqueño,Antioquia,Dabeiba,Asalto,Nd,Grupo paramilitar,No identificado,1,1,0,0,0,0,0,0,4,,,4,Publicado
62849,,14,9,2003,Norte de antioquia,Antioquia,Gómez plata,Asalto,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,7,Publicado
66184,,23,7,1997,Uraba,Antioquia,Mutatá,Ruta,Nd,Grupo paramilitar,No identificado,1,1,0,0,1,0,0,1,0,,,7,Publicado
70159,Cr023027,26,4,1994,Oriente antioqueño,Antioquia,San luis,Retén,Arma de fuego,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,4,Publicado
70307,,30,10,1993,Oriente antioqueño,Antioquia,San luis,Ruta,Nd,Grupo paramilitar,Autodefensas campesinas del magdalena medio,0,0,0,0,0,0,0,0,0,,,4,Publicado
70575,,28,5,1993,Uraba,Antioquia,San pedro de urabá,Asalto,Arma corto punzante - arma de fuego,Grupo paramilitar,No identificado,1,0,0,0,1,0,0,0,0,,,4,Publicado
71135,,13,7,1996,Nordeste antioqueño,Antioquia,San roque,Ruta,Nd,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,2,,,6,Publicado
71489,,5,3,1997,Norte de antioquia,Antioquia,Santa rosa de osos,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,4,,,4,Publicado
71695,,17,11,2001,Nordeste antioqueño,Antioquia,Santo domingo,Retención/ejecución,Arma corto punzante - uso de químicos y tóxicos,Grupo paramilitar,No identificado,0,1,0,0,1,0,0,0,0,,,4,Publicado
73440,,31,5,1997,Bajo cauca antioqueño,Antioquia,Tarazá,Sicariato,Arma de fuego,Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,5,Publicado
74215,,22,11,1993,Uraba,Antioquia,Turbo,Asalto,Arma de fuego,Guerrilla,Farc,1,0,0,0,1,0,0,1,0,,,4,Publicado
75117,,22,4,1996,Uraba,Antioquia,Turbo,Retención/ejecución,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,6,Publicado
75119,,17,5,1996,Uraba,Antioquia,Turbo,Asalto,Nd,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,1,0,,,4,Publicado
75907,,5,8,1996,Norte de antioquia,Antioquia,Valdivia,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,5,Publicado
76628,,6,9,1998,Norte de antioquia,Antioquia,Angostura,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,1,0,0,0,0,,,4,Publicado
78037,,21,5,2003,Norte de atlantico,Atlántico,Malambo,Sicariato,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,4,Publicado
78639,,20,11,1985,Area metropolitana de bogota,"Bogotá, d.c.","Bogotá, d.c.",Sicariato,Arma de fuego,Agente del estado,Ejército nacional,0,0,0,0,0,0,0,0,0,,,4,Publicado
80065,,9,8,1996,Canal del dique,Bolívar,Calamar,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,5,,,5,Publicado
80572,,5,7,1998,Montes de maria,Bolívar,El carmen de bolívar,Ataque indiscriminado,Arma de fuego - artefacto explosivo,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,4,Publicado
81882,,28,3,1998,La mojana,Bolívar,Achí,Ruta,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,1,0,0,1,1,0,1,0,,,4,Publicado
83664,,16,11,2000,Magdalena medio,Caldas,La dorada,Desconocida,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,5,Publicado
83932,,26,8,2001,Magdalena medio,Caldas,La dorada,Asalto,Arma de fuego,Grupo paramilitar,Autodefensas campesinas del magdalena medio,0,0,0,0,0,0,1,0,0,,,5,Publicado
86613,,3,4,1998,Florencia y area de influencia,Caquetá,Curillo,Retén,Nd,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,4,Publicado
87114,Cr016316,18,2,1998,Florencia y area de influencia,Caquetá,El paujíl,Desconocida,Arma corto punzante - arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,5,Publicado
87298,,4,4,1998,Florencia y area de influencia,Caquetá,La montañita,Sicariato,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,5,Publicado
87942,,26,2,2002,Florencia y area de influencia,Caquetá,San josé del fragua,Retención/ejecución,Arma corto punzante - arma de fuego - material incendiario,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,1,,,6,Publicado
87974,,15,7,2005,Florencia y area de influencia,Caquetá,San josé del fragua,Desconocida,Arma corto punzante,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
89395,Cr000018,25,1,1984,Norte del cauca,Cauca,Caloto,Asalto,Arma de fuego - otro,Agente del estado,Policía nacional,0,0,0,0,0,0,37,0,0,,,10,Publicado
92598,,8,11,2003,Alta guajira,La guajira,Maicao,Ataque indiscriminado,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,1,0,0,1,0,0,0,0,,,4,Publicado
92665,,18,9,2005,Sierra nevada de santa marta,Cesar,Valledupar,Asalto,Arma corto punzante,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,4,Publicado
92990,,10,10,1996,Magdalena medio,Cesar,Aguachica,Asalto,Arma de fuego,Grupo paramilitar,Autodefensas campesinas del sur del cesar,1,1,0,0,1,0,0,0,0,,,6,Publicado
93386,,30,3,1993,Magdalena medio,Cesar,Aguachica,Retención/ejecución,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,1,,,5,Publicado
93410,,8,9,1992,Magdalena medio,Cesar,Aguachica,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,4,,,4,Publicado
95261,,26,12,1996,Sierra nevada de santa marta,Cesar,Bosconia,Retención/ejecución,Nd,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,5,Publicado
95566,,9,9,1998,Serrania del perija,Cesar,La jagua de ibirico,Reunión pública,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,1,0,0,0,0,0,0,0,,,4,Publicado
96825,,10,9,2002,Serrania del perija,Cesar,San diego,Retención/ejecución,Arma de fuego,Guerrilla,Farc,0,1,0,0,1,0,0,0,0,,,4,Publicado
98130,,31,10,2002,Alto sinu y san jorge,Córdoba,Montelíbano,Retención/ejecución,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,4,Publicado
99901,,23,10,1988,Noroccidente de cundinamarca,Cundinamarca,El peñón,Retención/ejecución,Arma de fuego,Guerrilla,Farc,0,1,0,0,1,0,0,0,5,,,5,Publicado
100649,Cr030032,25,1,1998,Piedemonte llanero,Cundinamarca,Paratebueno,Ruta,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,1,1,0,0,1,1,0,0,2,,Venta a bajo precio.,5,Publicado
102446,,17,10,2007,Valle de san juan,Chocó,Istmina,Engaño,Arma de fuego,Grupo posdesmovilización,Los rastrojos,0,0,0,0,0,0,0,0,0,,,4,Publicado
105517,,7,12,2005,Alta guajira,La guajira,Maicao,Asalto,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,4,Publicado
105564,,18,6,2000,Alta guajira,La guajira,Maicao,Sicariato,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,3,0,0,,,4,Publicado
105630,,2,6,2002,Alta guajira,La guajira,Maicao,Sicariato,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,4,Publicado
105646,,6,8,2002,Alta guajira,La guajira,Maicao,Retención/ejecución,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,1,,,4,Publicado
106422,,12,7,1988,Sierra nevada de santa marta,Magdalena,Santa marta,Ruta,Nd,Grupo paramilitar,Otro,0,0,0,0,0,0,0,0,1,,,5,Publicado
107728,Cr036098,7,3,2002,Sierra nevada de santa marta,Magdalena,Santa marta,Asalto,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,4,Publicado
108305,,12,7,1988,Sierra nevada de santa marta,Magdalena,Ciénaga,Ruta,Arma de fuego - objeto contundente,Grupo paramilitar,Otro,1,1,0,0,1,0,0,0,2,,,5,Publicado
109656,,21,5,1995,Cienaga grande de santa marta,Magdalena,El retén,Asalto,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
110073,,5,2,1993,Sierra nevada de santa marta,Magdalena,Aracataca,Retención/ejecución,Nd,Grupo paramilitar,Otro,0,0,0,0,0,0,0,0,1,,,5,Publicado
110860,,31,12,1997,Sur de magdalena,Magdalena,Santa ana,Desconocida,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,Intento de ocultamiento de cadáver,4,Publicado
111718,,15,4,2002,Piedemonte llanero,Meta,Villavicencio,Sicariato,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,5,Publicado
114972,,5,11,1988,Ariari guayabero,Meta,Vistahermosa,Interceptación,Arma de fuego,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,4,Publicado
116780,,23,5,2000,Anden pacifico sur,Nariño,San andrés de tumaco,Ataque indiscriminado,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,4,Publicado
117105,,5,5,2002,Area metropolitana de cucuta,Norte de santander,Cúcuta,Sicariato,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,4,Publicado
117745,,16,9,2002,Area metropolitana de cucuta,Norte de santander,Cúcuta,Ruta,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,1,0,0,0,0,1,0,0,,,4,Publicado
118230,,3,11,1999,Area metropolitana de cucuta,Norte de santander,Cúcuta,Ataque indiscriminado,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,5,0,0,,Señalamiento,5,Publicado
122674,,16,7,2005,Eje cafetero,Risaralda,Pereira,Desconocida,Arma de fuego - asfixia mecánica,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
124357,Cr046717,9,5,2002,Provincia de soto,Santander,Bucaramanga,Engaño,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,1,0,0,0,0,0,0,0,,,4,Publicado
124761,Cr2017124761,22,2,1998,Magdalena medio,Santander,Barrancabermeja,Asalto,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,1,0,0,1,0,0,0,0,,,4,Publicado
124971,,13,7,1996,Magdalena medio,Santander,Barrancabermeja,Sicariato,Arma de fuego,Grupo armado no identificado,Presencia gao sin atribución,0,0,0,0,1,0,0,0,0,,,4,Publicado
125942,,22,7,2000,Magdalena medio,Santander,Barrancabermeja,Asalto,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,1,0,0,,,4,Publicado
126828,,17,10,1982,Magdalena medio,Santander,Cimitarra,Desconocida,Nd,Grupo paramilitar,Muerte a secuestradores (mas),0,1,0,0,0,0,0,1,7,,,7,Publicado
128227,Cr046280,12,11,2000,Magdalena medio,Santander,Puerto wilches,Ruta,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,2,0,0,,,4,Publicado
128631,Cr2017128631,30,1,2000,Magdalena medio,Santander,Sabana de torres,Ruta,Arma de fuego,Grupo paramilitar,No identificado,1,1,0,0,1,0,0,1,1,,,5,Publicado
129995,,15,11,2003,Morrosquillo y sabanas de sucre,Sucre,Galeras,Asalto,Arma de fuego,Grupo armado no dirimido,,0,0,0,0,0,0,0,0,0,,,4,Publicado
130239,,2,11,1998,Montes de maria,Sucre,Ovejas,Ruta,Nd,Grupo paramilitar,No identificado,1,0,0,0,0,0,0,0,0,,,4,Publicado
130742,Cr2017130742,4,12,1996,Montes de maria,Sucre,Tolú viejo,Incursión,Arma de fuego - material incendiario,Grupo paramilitar,Autodefensas unidas de colombia auc,1,1,0,0,1,0,0,1,12,,,12,Publicado
131982,,4,11,2003,Norte del tolima,Tolima,Fresno,Retención/ejecución,Arma de fuego,Grupo paramilitar,Autodefensas campesinas del magdalena medio,0,0,0,0,0,0,0,0,0,,,5,Publicado
133638,,7,12,1995,Norte del tolima,Tolima,Villahermosa,Ataque indiscriminado,Arma de fuego,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
134262,,9,4,1995,Sur del valle,Valle del cauca,Cali,Asalto,Arma de fuego,Grupo armado no identificado,No aplica,0,1,0,0,0,0,9,0,0,,,4,Publicado
135113,,10,2,2003,Anden pacifico sur,Valle del cauca,Buenaventura,Asalto,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,1,0,0,0,1,0,0,0,0,,,4,Publicado
136809,,2,2,2002,Sur del valle,Valle del cauca,Florida,Ruta,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,4,Publicado
137299,,1,3,2002,Sur del valle,Valle del cauca,Palmira,Sicariato,Arma de fuego,Grupo paramilitar,No identificado,0,1,0,0,1,0,0,0,0,,,4,Publicado
138992,,8,6,1990,Llanos orientales,Arauca,Cravo norte,Asalto,Arma de fuego,Guerrilla,Eln,0,0,0,0,0,0,0,1,0,,,4,Publicado
139567,,29,9,1997,Sarare,Arauca,Saravena,Sicariato,Arma de fuego,Guerrilla,Farc/eln,0,1,0,0,0,0,0,0,0,,,4,Publicado
139942,,23,10,2007,Sarare,Arauca,Tame,Retención/ejecución,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,5,,,5,Publicado
142351,,19,12,1996,Bajo putumayo,Putumayo,Puerto asís,Ruta,Arma de fuego - artefacto explosivo,Guerrilla,No identificada,0,0,0,0,0,0,1,0,0,,,4,Publicado
146874,,17,11,1990,Valle de aburra,Antioquia,Medellín,Resistencia a la retención,Arma de fuego,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,4,Publicado
147289,,15,12,1997,Valle de aburra,Antioquia,Medellín,Ruta,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,3,,,4,Publicado
147789,,12,3,1992,Uraba,Antioquia,Apartadó,Desconocida,Nd,Grupo paramilitar,No identificado,1,1,0,0,1,0,0,0,0,,Intento de reclutamiento,7,Publicado
148318,,1,11,1997,Uraba,Antioquia,Apartadó,Desconocida,Arma de fuego,Grupo paramilitar,No identificado,0,1,0,0,0,0,0,0,2,,,6,Publicado
149731,,23,1,1993,Occidente antioqueño,Antioquia,Cañasgordas,Engaño,Arma de fuego,Grupo armado no dirimido,,0,0,0,0,0,0,0,0,4,,,4,Publicado
150107,,0,0,1996,Bajo cauca antioqueño,Antioquia,Caucasia,Retención/ejecución,Arma de fuego,Grupo paramilitar,Bloque central bolívar,0,0,0,0,0,0,0,0,2,,,4,Publicado
152261,,23,1,2000,Suroeste antioqueño,Antioquia,Montebello,Falso positivo,Arma de fuego,Agente del estado - grupo paramilitar,,0,0,0,0,0,0,0,0,2,,Ocultamiento de cadáver,4,Publicado
156825,Cr036021,15,11,1995,Canal del dique,Bolívar,Cartagena de indias,Ruta,Arma de fuego,Grupo armado no identificado,No aplica,0,1,0,0,0,0,1,0,0,,,6,Publicado
157270,,6,9,1994,Montes de maria,Bolívar,El carmen de bolívar,Ruta,Arma de fuego,Grupo armado no identificado,No aplica,1,1,0,0,1,0,0,0,0,,,4,Publicado
157579,,30,5,1996,Montes de maria,Bolívar,San jacinto,Desconocida,Arma de fuego,Grupo paramilitar,Autodefensas campesinas de córdoba y urabá (accu),1,1,0,0,1,0,0,0,0,,,7,Publicado
157739,,24,6,1998,Magdalena medio,Bolívar,San pablo,Ruta,Arma de fuego,Grupo paramilitar,Bloque central bolívar,0,0,0,0,0,0,0,0,5,,,5,Publicado
157847,,25,5,1999,Magdalena medio,Bolívar,Simití,Asalto,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,5,Publicado
158895,,27,4,2002,Florencia y area de influencia,Caquetá,La montañita,Retención/ejecución,Arma de fuego,Guerrilla,Farc,1,1,0,0,1,0,0,0,4,,,4,Publicado
160518,Cr021640,20,6,1999,Sierra nevada de santa marta,Cesar,Valledupar,Retención/ejecución,Nd,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,5,,,5,Publicado
161485,,23,11,1996,Magdalena medio,Cesar,La gloria,Desconocida,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,4,,,4,Publicado
162360,,10,11,1989,Alto sinu y san jorge,Córdoba,Puerto libertador,Falso positivo,Arma de fuego,Agente del estado,Ejército nacional,0,0,0,0,0,0,0,0,0,,,4,Publicado
162668,,30,6,1991,Alto sinu y san jorge,Córdoba,Valencia,Retención/ejecución,Arma de fuego,Grupo paramilitar,No identificado,0,1,0,0,1,0,0,0,2,,,4,Publicado
163072,,3,8,1986,Magdalena medio,Cundinamarca,Yacopí,Ruta,Arma de fuego,Guerrilla,Farc,0,1,0,0,1,0,0,0,0,,,4,Publicado
164085,,5,12,2000,Sierra nevada de santa marta,La guajira,Dibulla,Ruta,Arma corto punzante - arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,1,0,0,1,1,0,0,0,4,,,4,Publicado
164509,,2,4,2006,Sierra nevada de santa marta,La guajira,San juan del cesar,Falso positivo,Arma de fuego,Agente del estado,Ejército nacional,0,0,0,0,0,0,0,0,0,,,4,Publicado
165472,,3,4,1994,Sierra nevada de santa marta,Magdalena,Ciénaga,Retención/ejecución,Arma de fuego,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,7,Publicado
170331,,16,10,1998,Magdalena medio,Santander,Barrancabermeja,Ataque indiscriminado,Arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,6,Publicado
172143,,7,12,1995,San jorge (cesar),Sucre,San marcos,Interceptación,Arma de fuego,Grupo paramilitar,No identificado,0,1,0,0,0,1,0,0,0,,,5,Publicado
172225,,19,3,1997,Montes de maria,Sucre,San onofre,Ruta,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,1,0,1,1,0,0,0,0,,,4,Publicado
172612,Cr016033,21,1,2000,Sur del tolima,Tolima,Ataco,Desconocida,Nd,Guerrilla,Farc,0,0,0,0,0,0,0,1,0,,,4,Publicado
174815,,2,10,2009,Sarare,Arauca,Saravena,Retención/ejecución,Arma de fuego,Guerrilla,Eln,0,0,0,0,0,0,0,0,5,,,5,Publicado
177031,Cr042069,22,11,1996,Sierra nevada de santa marta,Cesar,Valledupar,Ruta,Arma de fuego - objeto contundente,Grupo paramilitar,Autodefensas campesinas de córdoba y urabá (accu),1,0,0,0,1,0,1,0,1,,,7,Publicado
177169,Cr2017177169,26,10,2001,Sur del tolima,Tolima,Natagaima,Incursión,Arma de fuego - artefacto explosivo,Grupo paramilitar,Autodefensas unidas de colombia auc,1,0,0,0,1,0,0,0,2,,Ocultamiento de cadáver,10,Publicado
177229,,27,2,2001,Provincia de velez,Santander,Florián,Citación,Arma de fuego,Grupo paramilitar,Autodefensas campesinas del magdalena medio,0,0,0,0,0,0,0,0,0,,,4,Publicado
179433,,14,8,2001,Anden pacifico sur,Nariño,San andrés de tumaco,Ruta,Arma de fuego,Grupo paramilitar,Bloque central bolívar,0,0,0,0,0,0,0,0,0,,Señalamiento,6,Publicado
181197,,15,6,1999,Nordeste antioqueño,Antioquia,Santo domingo,Ruta,Arma corto punzante - arma de fuego - objeto contundente,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,3,,,4,Publicado
181342,,26,3,2000,Magdalena medio,Antioquia,Yondó,Incursión,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,1,0,0,1,0,0,0,5,,,5,Publicado
181507,Cr2017181507,6,4,2005,La mojana,Bolívar,Montecristo,Ruta,Objeto contundente,Grupo paramilitar,Autodefensas unidas de colombia auc,1,1,0,0,1,1,0,1,3,,Ocultamiento de cadáver,7,Publicado
182209,,2,11,2001,Alto sinu y san jorge,Córdoba,Montería,Asalto,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,1,0,2,0,0,,Venta a bajo precio,7,Publicado
183853,,2,4,2003,Montes de maria,Bolívar,El carmen de bolívar,Ruta,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,1,0,0,0,3,,,4,Publicado
184027,,13,5,2002,Eje cafetero,Caldas,Palestina,Retención/ejecución,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,1,0,0,0,1,3,0,0,,,4,Publicado
184609,,19,4,1988,Altillanura,Meta,Puerto lópez,Retención/ejecución,Arma de fuego,Grupo armado no identificado,No aplica,0,1,0,0,1,0,1,0,0,,,4,Publicado
184670,,16,3,2002,Catatumbo,Norte de santander,Tibú,Desconocida,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,5,Publicado
185200,,26,5,2001,Serrania del perija,Cesar,Chiriguaná,Ruta,Nd,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,0,0,0,0,0,,,4,Publicado
205443,,6,5,2006,Florencia y area de influencia,Caquetá,Curillo,Asalto,Arma corto punzante - arma de fuego,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,8,Publicado
208520,,7,1,2004,Piedemonte llanero,Casanare,Yopal,Desconocida,Nd,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,4,Publicado
210267,,24,9,2000,Oriente antioqueño,Antioquia,San carlos,Asalto,Nd,Grupo paramilitar,No identificado,0,0,0,0,1,0,0,0,0,,,4,Publicado
218398,,13,11,1989,Magdalena medio,Cesar,Aguachica,Retención/ejecución,Nd,Grupo armado no identificado,No aplica,0,1,0,0,0,0,0,0,0,,,4,Publicado
223435,Cr2017223435,14,9,1992,Eje cafetero,Caldas,Riosucio,Retención/ejecución,Nd,Grupo armado no dirimido,,0,1,0,0,1,0,1,0,0,,,4,Publicado
224424,,20,3,1993,Magdalena medio,Cesar,Aguachica,Desconocida,Nd,Grupo armado no identificado,Presencia gao sin atribución,0,0,0,0,0,0,0,0,0,,,4,Publicado
227790,,7,2,1995,Occidente antioqueño,Antioquia,Anzá,Interceptación,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,1,,Ocultamiento de cadáver,5,Publicado
229638,Cr2017229638,17,11,1996,Serrania del perija,Cesar,Astrea,Ruta,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,1,0,0,0,0,0,0,1,,,4,Publicado
231678,,4,10,1996,Magdalena medio,Cesar,Aguachica,Retención/ejecución,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,4,Publicado
232758,,25,1,1997,Uraba,Antioquia,Necoclí,Retención/ejecución,Nd,Grupo paramilitar,Autodefensas unidas de colombia auc,0,1,0,1,0,0,0,0,8,,Ocultamiento de cadáver,8,Publicado
237259,Cr2017237259,9,8,1998,Magdalena medio,Santander,Barrancabermeja,Retención/ejecución,Arma de fuego,Grupo paramilitar,Autodefensas unidas de colombia auc,0,0,0,0,1,0,0,0,3,,,4,Publicado
